"id";"title";"url";"organization";"description";"tags";"resources_count";"resources_formats";"_category"
"602dae01454ae3a8b82850a5";"Empreitadas municipais concluídas 2012-2025";"https://dados.gov.pt/pt/datasets/empreitadas-municipais-concluidas-2012-2025/";"Município de Lisboa";"Localização e descrição das empreitadas municipais concluídas entre 2012-2025, por ano de conclusão.";"dados-cm-lisboa-pt,empreitadas,lisboa,obras-municipais";"1";"zip";"procurement"
"5e74c60a454ae301d1daaef8";"Contratos 2020 - Decreto-Lei n.º 10-A/2020, de 13.03";"https://dados.gov.pt/pt/datasets/contratos-2020-decreto-lei-n-o-10-a-2020-de-13-03/";"IMPIC - Instituto Dos Mercados Públicos, do Imobiliário e da Construção";"Contratos públicos celebrados ao abrigo do Decreto-Lei n.º 10-A/2020, de 13.03";"contratacao-publica,contratos,covid-19,decreto-lei-n-o-10-a-2020";"0";"";"procurement"
"5ddfab79454ae30a543925b3";" OCDS - Portal BASE - www.base.gov.pt";"https://dados.gov.pt/pt/datasets/ocds-portal-base-www-base-gov-pt/";"IMPIC - Instituto Dos Mercados Públicos, do Imobiliário e da Construção";"[PT]
Contratos Públicos - Formato OCDS - Informação registada no Portal BASE em www.base.gov.pt pelas Entidades Adjudicantes (diretamente e/ou através das Plataformas Electrónicas).

[EN]
Public Procurement - OCDS Format - Information registered on the BASE Portal at www.base.gov.pt by the Contracting Authorities (directly and / or through the e-Tendering Platforms).";"base,contracts,contratacao,contratacao-publica,contratos,contratos-publicos,ocds,procurement,tenders";"0";"";"procurement"
"5b03f6dac8d8c922944afa55";"Contratos Públicos na Saúde";"https://dados.gov.pt/pt/datasets/contratos-publicos-na-saude-1/";"IMPIC - Instituto Dos Mercados Públicos, do Imobiliário e da Construção";"O Portal Base é um espaço público, único e multifuncional, que agrega toda a informação sobre os contratos celebrados ao abrigo do Código dos Contratos Públicos (CCP), abrangendo as suas fases de formação e de execução.

Trata-se de uma iniciativa que assenta na ideia de maior transparência na divulgação da contratação pública efetuada em Portugal, concretizando um dos objetivos do Código.

O Portal Base é, nestes termos, um instrumento de _accountability_ da Administração Pública Portuguesa.

O CPV contém um vocabulário principal e um vocabulário suplementar.

O vocabulário principal assenta numa estrutura de códigos em árvore, até nove algarismos, aos quais corresponde uma designação que descreve os fornecimentos, as obras ou os serviços objecto do contrato.

O vocabulário suplementar pode ser utilizado para completar a descrição do objecto dos contratos.";"contratacao,contratos-publicos,eficiencia,transparencia-sns-gov-pt";"4";"csv,json";"procurement"
"5ae9c62fc8d8c9146a44cc44";"Contratos de Empreitadas de Obras Públicas e de Aquisição de Serviços";"https://dados.gov.pt/pt/datasets/contratos-de-empreitadas-de-obras-publicas-e-de-aquisicao-de-servicos/";"Gebalis";"Informação com todos os contratos de empreitadas de obras públicas e contratos de aquisição de serviços.";"bairros,dados-cm-lisboa-pt,empreitadas,gebalis";"1";"xlsx";"procurement"
"5ae9c606c8d8c9146a44cc2d";"Alimentação Escolar";"https://dados.gov.pt/pt/datasets/alimentacao-escolar/";"Município de Lisboa";"Conjunto de dados sobre o sistema de confeção dos estabelecimentos de ensino com 1.º ciclo e pré-escolar.";"alimentacao,caterer,confection,dados-cm-lisboa-pt,feeding,fornecedor,sistemas-de-confecao";"1";"xlsx";"procurement"
"5ae9c67cc8d8c9146a44cc60";"Intervenções Diversas";"https://dados.gov.pt/pt/datasets/intervencoes-diversas/";"Município de Lisboa";"Intervenções realizadas no espaço público da responsabilidade da Unidade Coordenação Territorial.";"contract,dados-cm-lisboa-pt,empreitadas,espaco-publico,intervencoes,obras,public-space,trabalhos-diversos,works";"1";"geojson";"procurement"
"69a57e43f4f618774fc52701";"Listas de subvenções e benefícios públicos e de doações - Ano 2025";"https://dados.gov.pt/pt/datasets/listas-de-subvencoes-e-beneficios-publicos-e-de-doacoes-ano-2025/";"Inspeção-Geral de Finanças - Autoridade de Auditoria";"Subvenções e benefícios públicos e de doações concedidos por entidades do setor público a pessoas singulares ou coletivas dos setores privado, cooperativo e social e a entidades públicas fora do perímetro das administrações públicas no âmbito do Sistema Europeu de Contas Nacionais e Regionais.";"beneficios-publicos,doacoes,subvencoes-publicas";"2";"ods";"subsidies"
"697c98bfe0f3804148ac46e8";"Apoios Financeiros do Estado";"https://dados.gov.pt/pt/datasets/apoios-financeiros-do-estado/";"Entidade do Tesouro e Finanças";"O Estado, através da Entidade do Tesouro e Finanças, concede, de acordo com os limites fixados pela Lei do Orçamento do Estado, garantias pessoais a operações financeiras, sob a forma de linhas de crédito ou operações individuais, em condições de mercado ou concessionais, de acordo com as regras internacionais que regulam o apoio oficial às operações de crédito à exportação. No caso do crédito de ajuda, o Estado também bonifica o financiamento bancário.

Estes instrumentos visam fomentar as exportações de bens e serviços de origem portuguesa e a internacionalização dos agentes económicos nacionais, reforçando simultaneamente as relações comerciais com os países destinatários da cooperação portuguesa.";"apoios-financeiros-do-estado";"2";"csv,xlsx";"subsidies"
"68ef86be80847a06f50592f3";"Bairro Comercial Digital “Coruche Digital""";"https://dados.gov.pt/pt/datasets/bairro-comercial-digital-coruche-digital/";"Município de Coruche";"Coruche dá um salto para o futuro com o lançamento do Bairro Comercial Digital “Coruche Digital – Lojas com Gente”, um projeto pioneiro que vem modernizar o comércio local através de ferramentas digitais inovadoras. O evento, destinado aos comerciantes de Coruche, teve lugar ontem, 5 de dezembro, no auditório do Museu Municipal de Coruche, onde foram apresentadas a identidade visual do Bairro, o Marketplace e a aplicação que irão funcionar como vitrinas digitais para produtos e serviços locais, bem como a instalação de uma rede Wi-Fi de alta conectividade com 27 antenas, que ligará comerciantes e consumidores no perímetro do Bairro. Com soluções de Marketplace moderno, a app interativa e a rede de alta conectividade, este projeto pioneiro reforça a coesão social, aumenta a competitividade do comércio local e promove a transição digital. Financiado pelo PRR com investimento de 547.464,25 euros, o projeto inclui ainda um plano de comunicação digital para ampliar a visibilidade dos negócios e atrair novos públicos, posicionando Coruche como um exemplo de inovação e sustentabilidade na era digital.";"";"1";"portal";"subsidies"
"68ef71284efbc653ec0592f3";"URL Serviços PRR";"https://dados.gov.pt/pt/datasets/url-servicos-prr/";"Agência para a Reforma Tecnológica do Estado";"O conjunto de dados disponibiliza a lista dos 25 Serviços do Plano de Recuperação e Resiliência (PRR), acompanhados dos respetivos endereços eletrónicos que permitem o acesso direto à página do respetivo serviço no Portal ePortugal.";"prr,servicos-publicos";"4";"csv,xlsx,json";"subsidies"
"6878441a40df75a4d7c8e638";"Carta de Uso e Ocupação do Solo (COS) - Série 2 (nova)";"https://dados.gov.pt/pt/datasets/carta-de-uso-e-ocupacao-do-solo-cos-serie-2-nova/";"Direção-Geral do Território";"Este conjunto de dados integra os Conjuntos de Dados de Elevado Valor/HVD identificados de acordo com o Regulamento de Execução n.º 2023/138 da Diretiva (UE) 2019/1024, relativa aos dados abertos e à reutilização de informações do setor público.

A Carta de Uso e Ocupação do Solo (COS) é um produto do Sistema de Monitorização da Ocupação do Solo (SMOS) (https://smos.dgterritorio.gov.pt/) , uma iniciativa inovadora, concebida e desenvolvida pela Direção-Geral do Território (DGT), com o objetivo de produzir de forma contínua informação cartográfica sobre o uso e ocupação do solo. O SMOS utiliza os mais recentes desenvolvimentos das tecnologias do espaço e Inteligência Artificial para criar produtos com mais detalhe, qualidade, rapidez e disponibilizados com política de dados abertos. Todos os produtos podem ser visualizados no viSMOS (https://smos.dgterritorio.gov.pt/vi-smos).

Com a produção e publicação da COS para o ano de referência 2023, a DGT passou a ter duas séries cartográficas independentes. A Série 1 (antiga) integra a COS1995v2, a COS2007v3, a COS2010v2, a COS2015v2 e a COS2018v2. A Série 2 (nova) integra a COS2018v3 e a COS2023v1. As cartografias dentro de cada série são espacial e temporalmente consistentes, mas as duas séries entre si não o são. Consequentemente, as cartografias da Série 1 não podem ser comparadas com as cartografias da Série 2. A DGT decidiu manter a disponibilização da Série 1 pelo seu interesse histórico.

Para compreender a razão de se passar a ter duas séries da COS, importa referir que a COS para o ano de referência de 2023 marca um salto qualitativo na metodologia de produção, integrando imagens de satélite de muito grande resolução espacial (Ortosat 2023), adquiridas pela DGT, e uma forte incorporação de inovação tecnológica e desenvolvimento experimental. As grandes diferenças no modo de produção relacionam-se com a utilização sistemática de bases de dados administrativas, nomeadamente o Sistema de Identificação Parcelar (SIP) e a cartografia dos projetos do Sistema de Informação do Regime Jurídico Aplicável às Ações de Arborização e Rearborização (RJAAR), e de Conjuntos de Dados Geográficos (CDG) de apoio à produção derivados do processamento automático de imagens de satélite. A cobertura LiDAR da DGT também já foi utilizada para derivar alguns CDG de apoio à produção, ainda que de forma limitada por ter ficado disponível já muito perto da conclusão da COS.

A implementação deste novo método de produção da COS com base em processos automáticos permitiu reduzir o tempo de produção da COS de forma significativa, ainda que seja necessário recorrer à interpretação visual de ortoimagens para validar e ajustar os resultados da integração automática das bases de dados auxiliares e dos CDG de apoio à produção. A metodologia implementada também promove e garante um maior alinhamento entre bases de dados territoriais (e.g. COS, SIP, RJAAR e Inventário Florestal Nacional) produzidas pelos diversos setores da Administração Pública, aumentando a eficiência e coerência entre sistemas. 

Para além da inovação no método de produção, a COS2023 também inovou nos conceitos de base da classificação do uso e ocupação do solo, com o objetivo de harmonizar a nomenclatura da COS com a nomenclatura nacional e europeia do Inventário Florestal Nacional (IFN) e cumprir a determinação legal de utilização da COS como base do Inventário. As novas especificações técnicas foram definidas em estreita articulação com as entidades da Comissão Nacional do Território (CNT), através de um grupo de trabalho dedicado (GT-COS). 

O facto de a COS2023 obedecer a novas especificações técnicas e a diferentes conceitos de base da classificação do uso e ocupação do solo impede a sua comparação com a série anterior, designadamente com a COS2018v2, amplamente utilizada, o que levou à necessidade de produção de uma nova versão da COS2018 (v3), adotando as novas especificações técnicas da COS2023. 

Refira-se que as COS da Série 1 têm 83 classes, com exceção da COS1995 que tem 44. As COS da Série 2 têm 93 classes.

As especificações técnicas da Série 2 da Carta de Uso e Ocupação do Solo (COS) de Portugal Continental podem ser obtidas aqui: https://geo2.dgterritorio.gov.pt/cos/ET/COS-Serie2-EspecificacoesTecnicas.pdf

A informação cartográfica de qualquer edição da COS encontra-se em formato vetorial e divide o espaço em unidades de paisagem (polígonos) que partilham os conceitos de uso e ocupação do solo, não contemplando quaisquer elementos lineares ou pontuais. A COS tem uma unidade mínima cartográfica (UMC) de 1 ha, uma distância mínima entre linhas de 20m e a escala equivalente é 1:25 000. A nomenclatura é constituída por um sistema hierárquico de classes de ocupação/uso do solo. Cada polígono da COS é classificado com o código de ocupação/uso do solo de cada nível hierárquico da nomenclatura.

Os limites da COS na fronteira com Espanha são os da Carta Administrativa Oficial de Portugal (CAOP), versão 2018 para a Série 1 e versão 2023 para a Série 2, e no lado do mar são definidos por fotointerpretação.

O SMOS, para além da COS, também inclui a Carta de Ocupação do Solo Conjuntural (COSc). A COS destaca-se por fornecer informação estrutural e mais relacionada com o uso do solo. A COSc tem um carácter conjuntural e está mais relacionada com a ocupação do solo. A COS continua a ser a cartografia de referência a nível nacional.

Importa ter sempre presente as diferenças entre as duas cartografias. Por exemplo, uma área de uso florestal e assim classificada na COS, pode ser representada na COSc como Matos ou Vegetação herbácea espontânea se nesse ano estiver temporariamente desarborizada devido a um corte ou a um incêndio. Contudo, na COS essa área continua a ser classificada como floresta. A COSc é uma cartografia de conjuntura, pelo que, em planeamento e gestão a médio prazo, a cartografia relevante continua a ser a COS. A COSc poderá ser útil em exercícios de planeamento e programação conjuntural.

Se não está familiarizado com a disponibilização de dados geográficos através de serviços OGC API, visualização e descarregamento (WMS, WMTS, WFS e OGC API) pode consultar os Guias de Apoio na página de dados abertos da DGT (https://www.dgterritorio.gov.pt/dados-abertos).

A Série 2 da Carta de Uso e Ocupação do Solo (COS) é financiada pelo Investimento RE-C08-i02: Cadastro da Propriedade Rústica e Sistema de Monitorização da Ocupação do Solo associado à Reforma RE-13 – Reorganização do sistema de cadastro da propriedade rústica e do Sistema de Monitorização da Ocupação do Solo do Plano de Recuperação e Resiliência (PRR).";"cartografia-oficial,cartografia-tematica,cos,cos2018,cos2018v3-s2,cos2023,cos2023v1-s2,dgt,dgt-prr,hvd,infofeatureaccessservice,infomapaccessservice,observacao-da-terra-e-do-ambiente,ocupacao-do-solo,ogc-api,planeamento-e-cadastro,portugal-continental,smos,snig-dgterritorio-gov-pt,uso-do-solo";"6";"zip,wms,pt/";"subsidies"
"687095cc8c1cd0da866335f0";"Proporção do volume de negócios para o exterior no volume de negócios das sociedades com menos de 250 pessoas ao serviço (%)";"https://dados.gov.pt/pt/datasets/proporcao-do-volume-de-negocios-para-o-exterior-no-volume-de-negocios-das-sociedades-com-menos-de-250-pessoas-ao-servico-1/";"Instituto Nacional de Estatística";"Proporção do volume de negócios para o exterior no volume de negócios das sociedades com menos de 250 pessoas ao serviço (%) por Regiões para o Portugal 2020 e Escalão de pessoal ao serviço; Anual - INE, Sistema de contas integradas das empresas
https://www.ine.pt/xurl/indx/0009190/PT";"contas-integradas-das-empresas,empresas,ine,ine-pt,proporcao,volume";"2";"json";"subsidies"
"68708b738c1cd0da866332c3";"Proporção de indivíduos com idade entre 16 e 74 anos que preencheram e enviaram pela Internet formulários oficiais para organismos da administração pública para fins privados nos últimos 12 meses (%)";"https://dados.gov.pt/pt/datasets/proporcao-de-individuos-com-idade-entre-16-e-74-anos-que-preencheram-e-enviaram-pela-internet-formularios-oficiais-para-organismos-da-administracao-publica-para-fins-privados-nos-ultimos-12-meses-2/";"Instituto Nacional de Estatística";"Proporção de indivíduos com idade entre 16 e 74 anos que preencheram e enviaram pela Internet formulários oficiais para organismos da administração pública para fins privados nos últimos 12 meses (%) por Regiões para o Portugal 2020; Anual - INE, Inquérito à utilização de TIC pelas famílias
https://www.ine.pt/xurl/indx/0009111/PT";"familias,individuos,ine,ine-pt,inovacao-e-conhecimento,proporcao,sociedade-da-informacao";"2";"json";"subsidies"
"6870739f8c1cd0da86632aa5";"Proporção de empresas com 10 e mais pessoas ao serviço (CAE Rev. 3, B a H, J, K, M e Q) com atividades de inovação tecnológica e cooperação para a inovação (%)";"https://dados.gov.pt/pt/datasets/proporcao-de-empresas-com-10-e-mais-pessoas-ao-servico-cae-rev-3-b-a-h-j-k-m-e-q-com-atividades-de-inovacao-tecnologica-e-cooperacao-para-a-inovacao-3/";"Instituto Nacional de Estatística";"Proporção de empresas com 10 e mais pessoas ao serviço (CAE Rev. 3, B a H, J, K, M e Q) com atividades de inovação tecnológica e cooperação para a inovação (%) por Regiões para o Portugal 2020 e Escalão de pessoal ao serviço; Bienal - DGEEC, Inquérito comunitário à inovação
https://www.ine.pt/xurl/indx/0009147/PT";"ciencia-e-tecnologia,empresas,ine,ine-pt,inovacao,inovacao-e-conhecimento,proporcao";"2";"json";"subsidies"
"687072998c1cd0da86632a41";"Proporção dos nascimentos de empresas em setores de alta e média-alta tecnologia (CAE Rev. 3 - %)";"https://dados.gov.pt/pt/datasets/proporcao-dos-nascimentos-de-empresas-em-setores-de-alta-e-media-alta-tecnologia-cae-rev-3/";"Instituto Nacional de Estatística";"Proporção dos nascimentos de empresas em Setores de alta e média-alta tecnologia (CAE Rev. 3 - %) por Regiões para o Portugal 2020; Anual - INE, Demografia das empresas
https://www.ine.pt/xurl/indx/0009188/PT";"demografia-das-empresas,empresas,ine,ine-pt,nascimentos,proporcao";"2";"json";"subsidies"
"687068b18c1cd0da86632652";"Proporção de pessoal ao serviço equivalente a tempo integral (ETI) em atividades de investigação e desenvolvimento (I&D) (‰) na população ativa";"https://dados.gov.pt/pt/datasets/proporcao-de-pessoal-ao-servico-equivalente-a-tempo-integral-eti-em-atividades-de-investigacao-e-desenvolvimento-i-d-0-na-populacao-ativa-5/";"Instituto Nacional de Estatística";"Proporção de pessoal ao serviço equivalente a tempo integral (ETI) em atividades de investigação e desenvolvimento (I&D) (‰) na população ativa por Regiões para o Portugal 2020 e Setor de execução; Anual - DGEEC, Potencial científico e tecnológico nacional (Setor institucional e Setor empresas)
https://www.ine.pt/xurl/indx/0009714/PT";"ciencia-e-tecnologia,empresas,ine,ine-pt,inovacao-e-conhecimento,pessoal,proporcao";"2";"json";"subsidies"
"6870643f8c1cd0da86632460";"Empresas com 10 e mais pessoas ao serviço (CAE Rev. 3, B a H, J, K, M e Q) com atividades de inovação tecnológica e cooperação para a inovação (N.º)";"https://dados.gov.pt/pt/datasets/empresas-com-10-e-mais-pessoas-ao-servico-cae-rev-3-b-a-h-j-k-m-e-q-com-atividades-de-inovacao-tecnologica-e-cooperacao-para-a-inovacao-n-o/";"Instituto Nacional de Estatística";"Empresas com 10 e mais pessoas ao serviço (CAE Rev. 3, B a H, J, K, M e Q) com atividades de inovação tecnológica e cooperação para a inovação (N.º) por Regiões para o Portugal 2020 e Escalão de pessoal ao serviço; Bienal - DGEEC, Inquérito comunitário à inovação
https://www.ine.pt/xurl/indx/0009146/PT";"10,ciencia-e-tecnologia,empresas,ine,ine-pt,inovacao,inovacao-e-conhecimento";"2";"json";"subsidies"
"687062748c1cd0da86632390";"Proporção de empresas com 10 e mais pessoas ao serviço (CAE Rev. 3 B a H, J, K, M, Q) com atividades de inovação tecnológica (%)";"https://dados.gov.pt/pt/datasets/proporcao-de-empresas-com-10-e-mais-pessoas-ao-servico-cae-rev-3-b-a-h-j-k-m-q-com-atividades-de-inovacao-tecnologica-6/";"Instituto Nacional de Estatística";"Proporção de empresas com 10 e mais pessoas ao serviço (CAE Rev. 3 B a H, J, K, M, Q) com atividades de inovação tecnológica (%) por Regiões para o Portugal 2020 e Escalão de pessoal ao serviço; Bienal - DGEEC, Inquérito comunitário à inovação
https://www.ine.pt/xurl/indx/0009333/PT";"ciencia-e-tecnologia,empresas,ine,ine-pt,inovacao,inovacao-e-conhecimento,proporcao";"2";"json";"subsidies"
"68705a0d8c1cd0da86631f60";"Proporção da despesa em desenvolvimento das empresas no Valor Acrescentado Bruto a preços de mercado (%)";"https://dados.gov.pt/pt/datasets/proporcao-da-despesa-em-desenvolvimento-das-empresas-no-valor-acrescentado-bruto-a-precos-de-mercado-1/";"Instituto Nacional de Estatística";"Proporção da despesa em desenvolvimento das empresas no Valor Acrescentado Bruto a preços de mercado (%) por Regiões para o Portugal 2020 e Escalão de pessoal ao serviço; Anual - INE, Sistema de contas integradas das empresas
https://www.ine.pt/xurl/indx/0009187/PT";"ciencia-e-tecnologia,despesa,empresas,ine,ine-pt,inovacao-e-conhecimento,proporcao";"2";"json";"subsidies"
